Disaster Subtype_Ground movement,Continent_Africa,Continent_Americas,Continent_Asia,Continent_Europe,Continent_Oceania,Dis Mag Value,Latitude,Longitude,Dead
1,0,0,0,0,1,7,3.5,144,Low
1,0,0,0,1,0,7,45.841,26.668,Low
1,0,0,0,1,0,7,45.841,26.668,Low
1,0,0,0,1,0,7,47.892,85.12,Low
1,0,1,0,0,0,7,9.685,83.073,Medium
1,0,0,1,0,0,6,42.8,44,Low
1,0,1,0,0,0,5,14.646,90.986,Medium
1,0,0,1,0,0,6,30.78,78.774,Extreme
1,0,1,0,0,0,5,15.679,71.274,Medium
1,0,0,0,1,0,6,44.888,22.407,Medium
1,0,0,1,0,0,7,1.196,122.787,Medium
1,0,0,1,0,0,7,8.099,125.681,Medium
1,0,0,1,0,0,5,30.6,50.2,Medium
1,0,0,1,0,0,6,36.12,44.01,Medium
1,0,0,1,0,0,7,23.5,96.3,Medium
1,0,0,1,0,0,6,38.993,70.423,Extreme
1,0,1,0,0,0,6,9.542,82.418,Extreme
1,0,1,0,0,0,7,5.982,77.094,Very High
1,0,0,0,1,0,6,45.5,21.3,Very High
1,0,0,1,0,0,7,42.503,45.073,Low
1,0,0,1,0,0,5,31.726,50.778,Low
1,0,0,1,0,0,8,42.142,73.575,Very High
1,0,0,1,0,0,8,8.482,121.93,Extreme
1,0,1,0,0,0,7,11.742,87.34,Extreme
1,0,0,1,0,0,5,7.138,109.067,Extreme
1,0,0,1,0,0,6,35.106,139.644,Extreme
1,0,0,1,0,0,7,42.01,74.01,Low
1,0,0,0,1,0,6,51.153,5.798,Low
1,0,0,1,0,0,6,29.3,66.7,Low
1,0,0,1,0,0,6,33.377,71.317,High
0,0,0,1,0,0,8,42.851,139.197,Extreme
1,0,0,0,0,1,8,12.982,144.801,Extreme
1,0,0,1,0,0,8,43.3,143.691,Low
1,0,1,0,0,0,6,11.652,76.53,Low
1,0,0,0,0,1,7,5.889,146.202,Very High
1,0,0,0,1,0,5,37.589,21.391,Low
1,0,0,0,1,0,5,38.224,21.756,Low
1,0,0,1,0,0,6,16.4,74.2,Extreme
1,0,0,1,0,0,5,18.12,76.533,Extreme
1,0,0,1,0,0,6,30.149,50.814,Medium
1,0,0,1,0,0,5,32.104,60.088,Medium
1,0,1,0,0,0,7,16.755,98.717,Medium
1,0,0,1,0,0,5,28.723,82.28,Medium
1,1,0,0,0,0,6,15.385,31.69,Low
1,0,0,1,0,0,7,4.967,104.302,Extreme
1,0,0,1,0,0,6,29.096,52.617,Low
1,0,0,1,0,0,7,1.015,127.733,Low
1,0,0,1,0,0,6,30.853,60.596,Low
1,0,1,0,0,0,7,37.036,-121.88,Very High
1,0,1,0,0,0,6,19.362,-155.083,Low
1,0,1,0,0,0,5,11.038,-68.27,Low
1,0,0,0,1,0,6,47.949,84.958,Low
1,0,0,0,1,0,5,40.854,73.553,Low
1,1,0,0,0,0,5,40.854,73.553,Low
1,1,0,0,0,0,7,5.345,31.908,Low
1,0,1,0,0,0,6,34.14,117.7,Low
1,0,1,0,0,0,4,37.885,121.983,Low
1,0,0,0,0,1,7,15.465,166.385,Low
1,0,0,0,0,1,7,18.318,168.063,Low
1,0,0,0,0,1,7,15.319,167.396,Low
1,1,0,0,0,0,4,26.39,27.349,Low
1,0,0,0,1,0,7,42.15,42.44,Extreme
1,0,0,0,1,0,7,35.883,70.423,Low
1,0,0,0,1,0,7,60.7,167.2,Low
1,0,0,0,1,0,5,37.457,68.273,Low
1,0,1,0,0,0,6,34.1,118.09,Low
1,0,0,1,0,0,4,13.887,44.068,Low
1,0,0,1,0,0,7,39.71,39.605,Extreme
1,0,0,1,0,0,6,41.019,72.429,Low
1,0,1,0,0,0,7,40.415,124.603,Low
1,0,1,0,0,0,7,34,118.15,Low
1,0,1,0,0,0,6,33.961,-116.32,Low
1,1,0,0,0,0,7,6.087,26.651,Low
1,0,1,0,0,0,6,42.314,-122.01,Low
1,0,0,0,0,1,7,14.385,178.252,Low
1,0,1,0,0,0,7,0.34,30.12,Very High
1,1,0,0,0,0,6,0.593,30.037,Low
1,0,0,0,0,1,5,32.956,151.228,Low
1,0,0,1,0,0,7,22.52,118.7,Low
1,0,0,1,0,0,6,20.485,109.406,Low
1,0,0,1,0,0,6,36.028,100.104,Low
1,0,1,0,0,0,7,4.9,73.1,Low
1,0,1,0,0,0,8,23.34,70.36,Low
1,0,0,1,0,0,7,21.966,99.196,Medium
1,0,0,1,0,0,6,25.9,102.2,High
1,0,0,1,0,0,6,36.443,103.105,Medium
1,0,1,0,0,0,6,4.1,76.6,High
1,0,1,0,0,0,5,1.12,77.17,Low
1,0,0,1,0,0,6,35.1,32.3,Low
1,0,0,1,0,0,6,36,65,Low
1,0,0,1,0,0,6,40.774,109.661,Medium
1,0,0,1,0,0,7,39.28,76.44,Medium
1,0,0,1,0,0,6,26.51,100.16,Medium
1,0,1,0,0,0,7,-30.933,-71.22,Low
1,0,0,1,0,0,6,33.825,59.809,Low
1,0,0,1,0,0,4,41.101,45.14,Low
1,0,0,1,0,0,6,22.212,92.702,Medium
1,0,0,1,0,0,6,39.474,76.998,Medium
1,0,0,1,0,0,7,39.3,76.5,Low
1,0,0,1,0,0,5,39.422,76.839,Low
1,0,0,1,0,0,6,39.527,76.941,Low
1,0,0,1,0,0,6,41.083,114.5,High
1,0,0,1,0,0,7,37.106,70.11,Extreme
1,0,0,1,0,0,6,37.075,70.089,Extreme
1,0,0,0,1,0,6,46.245,13.652,Extreme
1,0,0,1,0,0,6,38.717,48.507,Low
1,0,0,0,1,0,6,38.65,-28.626,Low
1,0,1,0,0,0,7,-17.731,-65.431,Very High
1,0,0,1,0,0,6,29.21,52.5,Low
1,0,0,1,0,0,7,10.2,13.2,Extreme
1,0,0,1,0,0,6,1.14,128.5,Low
1,0,0,1,0,0,8,45.1,147.51,Low
1,0,0,0,1,0,8,45.1,147.51,Medium
1,1,0,0,0,0,6,35.52,0.12,Extreme
1,0,0,1,0,0,6,2.001,135.931,Extreme
1,0,0,1,0,0,8,40.5,143.4,Low
1,0,0,1,0,0,7,13.352,121.087,Very High
1,0,0,1,0,0,6,7.972,123.189,Very High
1,0,0,1,0,0,7,40.1,21.6,Medium
1,0,0,1,0,0,7,34.58,135,Extreme
1,0,0,1,0,0,7,2.1,101.3,Very High
1,0,1,0,0,0,5,2.13,79.54,Low
1,0,1,0,0,0,7,2.7,77.8,Low
1,1,0,0,0,0,6,28.8,34.8,Low
1,0,0,0,1,0,7,40.1,21.6,Medium
1,0,0,0,1,0,6,38.4,22.2,Medium
1,0,0,1,0,0,6,1.02,120.5,Medium
1,0,0,1,0,0,5,37.925,139.186,Medium
1,0,1,0,0,0,7,16.8,98.6,Low
1,0,1,0,0,0,8,16.2,104.1,Very High
1,0,1,0,0,0,7,16.8,93.4,Very High
1,0,0,1,0,0,7,21.966,99.196,Very High
1,0,0,1,0,0,7,12.01,125.6,Very High
1,0,0,0,1,0,8,52.5,142.9,Extreme
1,0,0,1,0,0,7,0.729,119.931,Low
1,0,0,1,0,0,8,1.1,137.15,Extreme
1,0,1,0,0,0,6,0.68,78.3,Medium
1,0,0,0,1,0,6,40.03,20.45,Medium
1,0,0,0,1,0,6,42.7,18,Medium
1,0,1,0,0,0,7,14.9,75.7,Medium
0,0,1,0,0,0,7,9.593,79.587,Low
1,0,0,1,0,0,7,33.825,59.809,Extreme
1,0,0,1,0,0,6,29.976,68.208,High
1,0,0,1,0,0,6,4,119.4,Medium
1,0,0,1,0,0,6,23.083,80.041,High
1,0,0,1,0,0,6,37.661,57.291,Very High
1,0,0,1,0,0,6,38.075,48.05,Extreme
1,0,0,1,0,0,6,33.938,71.872,Extreme
1,0,0,0,1,0,6,43,13,Medium
1,0,0,1,0,0,7,41.4,74.2,Medium
1,0,1,0,0,0,7,17.31,101.16,Low
1,0,1,0,0,0,6,18,102.5,Low
1,0,1,0,0,0,7,-0.593,-80.393,Low
1,0,0,1,0,0,7,30.154,57.605,Low
1,0,0,1,0,0,6,32.457,59.976,Medium
1,0,0,0,1,0,5,43.164,12.701,Medium
0,0,0,0,0,1,7,-2.961,141.926,Extreme
1,0,1,0,0,0,5,34.17,118.27,Extreme
1,0,0,0,0,1,7,40.49,124.1,Extreme
1,0,0,1,0,0,7,21.966,99.196,Extreme
1,0,0,1,0,0,6,38,30.1,Very High
1,0,0,1,0,0,6,40.754,35.34,Very High
1,0,1,0,0,0,7,10.598,63.486,Very High
0,0,0,0,0,1,8,-12.584,166.676,Very High
1,0,1,0,0,0,7,11.112,60.892,Very High
1,1,0,0,0,0,5,26.857,26.619,Medium
1,0,0,1,0,0,6,27.308,101.029,Low
1,0,0,0,1,0,6,46.245,13.652,Low
1,0,0,1,0,0,6,3.878,35.307,Extreme
1,0,0,1,0,0,5,36.874,35.321,Extreme
1,0,0,1,0,0,6,36.479,71.086,Extreme
1,0,0,0,1,0,5,41.925,20.39,Extreme
1,0,0,1,0,0,5,26.373,104.021,Extreme
1,0,0,1,0,0,5,39.977,76.731,Extreme
1,0,0,1,0,0,6,37.388,78.843,Extreme
1,0,0,1,0,0,6,39.66,77.343,Low
1,0,0,1,0,0,5,27.213,101.057,Low
1,0,1,0,0,0,6,4.461,-75.724,Extreme
1,0,0,1,0,0,6,34.259,69.364,Very High
1,0,0,1,0,0,5,40.802,47.448,Low
1,0,0,1,0,0,5,21.544,91.895,Low
1,0,0,1,0,0,5,41.131,114.658,Low
1,0,0,1,0,0,5,40.459,122.889,Low
1,0,0,1,0,0,7,40.245,49.946,High
1,0,0,1,0,0,4,21.431,91.762,High
1,0,0,1,0,0,6,25.607,101.063,Low
1,0,0,1,0,0,5,24.263,103.797,Low
1,0,0,1,0,0,5,40.498,122.994,Low
1,0,0,1,0,0,6,37.012,103.791,Low
1,0,0,1,0,0,5,25.826,102.194,Low
1,0,1,0,0,0,7,7.042,-77.829,Low
1,0,0,1,0,0,6,36.424,70.881,Low
1,0,0,1,0,0,6,29.513,101.129,Low
1,0,0,1,0,0,5,27.791,53.608,Low
1,0,0,1,0,0,6,36.479,71.086,Low
1,0,0,1,0,0,8,-2.071,124.891,High
1,0,0,1,0,0,6,-8.194,112.413,Low
1,0,0,1,0,0,5,33.199,47.225,Low
1,0,1,0,0,0,4,11.968,86.254,Low
1,0,1,0,0,0,7,18.386,-97.436,Medium
1,0,1,0,0,0,7,-16.66,-72.662,Low
1,1,0,0,0,0,6,35.321,-1.281,Medium
1,0,0,0,1,0,6,38.193,-1.566,Medium
1,0,0,0,1,0,6,38.119,23.605,Extreme
1,0,1,0,0,0,7,15.782,88.33,Low
1,0,0,1,0,0,7,-6.845,105.555,Low
1,0,0,1,0,0,7,30.512,79.403,Very High
1,0,0,1,0,0,7,28.343,57.193,Low
1,0,0,1,0,0,7,29.501,51.88,Medium
1,0,0,1,0,0,5,36.92,54.9,Medium
1,0,1,0,0,0,8,16.1,96.7,High
1,0,1,0,0,0,6,18.324,-101.539,High
1,0,1,0,0,0,4,-13.64,-74.43,High
1,0,0,1,0,0,7,15.766,119.74,Low
1,0,0,0,1,0,3,42.962,46.954,Low
1,0,0,0,1,0,7,43.21,46.82,Low
1,0,0,1,0,0,7,-4.646,102.102,Extreme
1,0,0,1,0,0,7,35.456,133.134,Extreme
1,0,0,0,1,0,7,48.786,142.246,Extreme
1,0,0,1,0,0,8,-1.105,123.573,High
1,0,0,0,0,1,8,-3.98,152.169,Low
1,0,0,0,1,0,6,38.922,20.64,Low
1,0,0,1,0,0,5,-6.675,106.845,Low
1,0,0,1,0,0,7,-6.549,105.63,Low
1,0,0,1,0,0,7,-4.612,101.905,Low
1,0,0,1,0,0,5,35.288,58.218,Low
1,0,0,1,0,0,5,35.217,58.175,Low
1,0,0,0,1,0,7,63.98,-20.758,Low
1,0,0,0,1,0,7,63.966,-20.487,Low
1,0,0,1,0,0,6,34.221,139.131,Low
1,0,1,0,0,0,7,18.198,-102.48,Low
1,0,1,0,0,0,5,11.884,-85.988,Low
1,0,1,0,0,0,8,13.049,-88.66,Low
1,0,0,1,0,0,8,23.419,70.232,Medium
1,0,0,1,0,0,5,23.419,70.232,Low
1,0,0,0,0,1,8,-16.423,168.214,Medium
1,0,0,1,0,0,7,40.758,31.161,Extreme
1,0,0,1,0,0,8,23.772,120.982,Extreme
1,0,0,1,0,0,6,40.709,30.045,Low
1,0,0,1,0,0,5,40.709,30.045,Low
1,0,0,1,0,0,5,40.711,29.949,Low
1,0,0,1,0,0,6,40.74,30.26,Low
1,0,0,1,0,0,6,23.445,120.506,Low
1,0,0,1,0,0,5,37.451,69.498,Low
1,0,0,1,0,0,7,39.566,54.799,Medium
1,0,0,1,0,0,5,38.164,38.777,Low
1,0,0,1,0,0,6,40.693,32.992,Low
1,1,0,0,0,0,7,-7.977,30.709,Low
1,0,1,0,0,0,5,38.3788333,-122.4133333,Low
1,0,1,0,0,0,8,13.049,-88.66,Extreme
1,0,1,0,0,0,7,13.671,-88.938,Extreme
1,0,0,1,0,0,6,24.768,99.061,Low
1,1,0,0,0,0,4,-9.278,33.766,Low
1,0,0,1,0,0,5,35.169,69.389,Low
1,0,0,1,0,0,6,27.689,101.003,Low
1,0,0,1,0,0,5,24.455,102.66,Low
1,0,0,1,0,0,6,26.316,100.648,Low
1,0,0,1,0,0,6,36.429,70.438,Extreme
1,0,0,1,0,0,6,36.062,69.315,Extreme
1,0,0,1,0,0,6,35.959,69.417,High
1,0,1,0,0,0,6,-28.937,-66.797,High
1,0,0,1,0,0,5,30.916,99.927,High
1,0,0,1,0,0,6,39.736,97.443,Low
1,1,0,0,0,0,4,30.2,31.41,Low
1,0,0,1,0,0,6,39.61,77.23,Extreme
1,0,0,0,0,1,6,-6.884,146.388,Extreme
0,0,1,0,0,0,8,-16.265,-73.641,Extreme
1,0,0,0,1,0,7,39.059,24.244,Extreme
1,0,0,1,0,0,5,-6.99,108.275,Extreme
1,0,0,1,0,0,7,-4.68,102.562,Extreme
1,0,0,1,0,0,5,33.007,60.276,Extreme
1,0,0,1,0,0,7,34.083,132.526,Low
1,0,1,0,0,0,6,-15.35,-72.516,Low
1,0,1,0,0,0,6,-14.258,-72.683,Low
1,0,0,1,0,0,6,37.238,36.206,Low
1,0,0,1,0,0,5,39.832,41.623,Low
1,0,0,1,0,0,7,24.279,122.179,Low
0,0,0,1,0,0,8,-1.757,134.297,Low
1,0,0,1,0,0,5,41.765,44.96,Low
1,0,0,0,1,0,6,41.789,14.872,Medium
1,0,0,1,0,0,5,35.517,74.654,Medium
1,0,0,1,0,0,6,35.414,74.515,Medium
1,0,0,1,0,0,7,13.036,93.068,Low
1,0,0,1,0,0,8,6.033,124.249,Medium
1,0,0,0,0,1,8,-3.302,142.945,Low
1,0,0,0,1,0,6,37.747,21.087,Low
1,0,0,1,0,0,6,-1.196,121.333,Low
1,0,0,1,0,0,6,-1.68,134.234,Low
1,0,0,1,0,0,7,2.824,96.085,Low
1,0,0,1,0,0,5,28.093,51.755,Low
1,0,0,1,0,0,5,34.642,47.4,Low
1,0,0,1,0,0,7,35.626,49.047,Extreme
1,0,0,1,0,0,5,34.594,47.454,Extreme
1,0,0,1,0,0,6,31.995,49.329,Extreme
1,0,0,0,1,0,4,37.67,15.267,Extreme
1,0,0,0,1,0,6,38.381,13.701,Low
1,0,0,1,0,0,6,36.429,70.438,Low
1,0,0,0,0,1,7,-3.212,142.427,Low
1,1,0,0,0,0,5,-1.684,29.077,High
1,0,0,0,1,0,6,42.436,21.466,Low
1,0,0,1,0,0,5,38.673,69.902,Low
1,0,0,1,0,0,6,36.429,70.438,Low
1,0,0,1,0,0,7,38.573,31.271,High
1,1,0,0,0,0,6,-2.907,33.733,Low
1,0,1,0,0,0,8,18.77,-104.104,Medium
1,0,0,1,0,0,6,-8.807,118.524,Medium
1,0,0,1,0,0,5,29.59,51.474,Medium
1,0,0,1,0,0,6,39.5,39.878,Low
1,0,1,0,0,0,7,47.149,-122.7266667,Low
1,0,0,0,0,1,7,-17.6,167.856,Low
1,0,0,0,0,1,6,-14.49,167.827,Low
1,0,0,1,0,0,5,35.893,70.62,Low
1,0,0,1,0,0,6,22.854,92.306,Low
1,0,0,1,0,0,6,25.975,101.29,Medium
1,0,1,0,0,0,6,19.777,-70.673,Low
1,0,0,0,1,0,6,39.16,20.605,Low
1,1,0,0,0,0,7,36.964,3.634,Extreme
1,0,0,1,0,0,6,37.529,96.476,Extreme
1,0,0,1,0,0,6,39.43,77.219,Low
1,0,0,1,0,0,5,43.77,119.643,Low
1,0,0,1,0,0,6,25.954,101.254,Low
1,0,0,1,0,0,6,38.383,100.975,Low
1,0,0,1,0,0,5,34.712,103.834,Low
1,0,0,1,0,0,6,27.372,103.971,Low
1,0,0,1,0,0,6,42.905,80.515,Medium
1,0,0,1,0,0,5,27.283,103.753,Medium
1,0,1,0,0,0,7,8.416,-82.824,Low
1,1,0,0,0,0,6,36.939,3.578,Low
1,0,0,1,0,0,7,2.354,128.855,Low
1,0,0,1,0,0,6,1.142,128.152,Low
1,0,0,1,0,0,7,-3.615,135.538,High
1,0,0,1,0,0,7,-3.609,135.404,High
1,0,1,0,0,0,6,9.602,-84.172,Low
1,0,0,1,0,0,8,-8.152,124.868,High
1,0,0,1,0,0,5,33.426,69.524,Low
1,1,0,0,0,0,5,-3.393,29.558,Low
0,0,0,1,0,0,9,3.295,95.982,Low
1,0,0,1,0,0,6,45.382,118.256,Low
1,0,0,1,0,0,5,27.266,103.873,Low
1,0,0,1,0,0,5,25.073,99.169,Low
1,0,0,1,0,0,5,34.682,103.781,Low
1,0,0,1,0,0,6,37.506,96.758,Low
1,0,1,0,0,0,5,2.265,-76.595,Low
1,0,1,0,0,0,7,4.695,-77.508,Low
1,0,0,0,1,0,5,48.115,8.077,Low
1,0,1,0,0,0,6,15.679,-61.706,Low
1,1,0,0,0,0,5,36.852,3.418,Low
1,1,0,0,0,0,5,36.848,3.448,Low
1,0,1,0,0,0,6,15.679,-61.706,Low
1,0,0,1,0,0,6,-8.31,115.788,Low
1,0,0,1,0,0,5,-0.466,100.655,Low
1,0,0,1,0,0,9,2.085,97.108,Extreme
1,0,0,1,0,0,6,-1.198,119.933,Low
1,0,0,1,0,0,7,38.849,141.568,Low
1,0,0,1,0,0,7,41.774,143.593,Low
1,0,0,0,1,0,5,44.792,8.892,Low
1,0,0,1,0,0,6,38.432,141.003,Low
1,0,0,0,1,0,7,50.038,87.813,Low
1,0,0,1,0,0,5,35.476,60.784,Low
1,0,0,1,0,0,6,28.355,54.169,Low
1,0,0,1,0,0,5,31.953,49.209,Low
1,0,0,1,0,0,6,42.946,72.764,Low
1,0,1,0,0,0,5,9.355,-79.941,Low
1,0,1,0,0,0,7,8.416,-82.824,Low
1,0,0,1,0,0,6,39.007,40.464,Extreme
1,0,0,1,0,0,5,38.111,28.887,Extreme
1,0,0,1,0,0,6,38.221,26.958,Extreme
1,0,1,0,0,0,7,35.7005,-121.1005,Low
1,0,0,1,0,0,7,37.226,138.779,High
1,0,0,1,0,0,6,36.29,51.61,High
1,0,0,1,0,0,6,34.774,73.216,Medium
1,0,0,0,1,0,5,46.296,13.641,Low
1,0,0,1,0,0,4,39.57,67.479,Low
1,0,0,1,0,0,6,39.847,40.874,Low
0,1,0,0,0,0,9,3.295,95.982,Low
0,0,0,1,0,0,9,3.295,95.982,Extreme
0,0,0,1,0,0,9,3.295,95.982,Very High
0,0,0,1,0,0,9,3.295,95.982,Extreme
1,1,0,0,0,0,6,35.142,-3.997,Extreme
0,0,0,1,0,0,9,3.295,95.982,Very High
1,0,0,0,1,0,5,47.311,142.12,Very High
0,1,0,0,0,0,9,3.295,95.982,Extreme
0,1,0,0,0,0,9,3.295,95.982,Low
1,0,0,1,0,0,6,39.93,40.812,Low
1,0,0,1,0,0,5,39.766,43.979,Medium
0,1,0,0,0,0,9,3.295,95.982,Low
1,0,0,1,0,0,7,33.807,130.131,Low
1,0,0,1,0,0,6,33.637,130.179,Low
1,0,1,0,0,0,5,13.835,-89.759,Low
1,0,0,1,0,0,5,37.103,54.574,Low
1,0,0,1,0,0,6,30.754,56.816,Extreme
1,0,0,1,0,0,6,37.622,43.703,Low
1,0,0,1,0,0,6,39.354,40.89,Low
1,1,0,0,0,0,5,-26.913,26.789,Low
1,0,0,1,0,0,8,34.539,73.588,Extreme
1,0,1,0,0,0,8,-19.987,-69.197,Medium
1,0,0,1,0,0,8,34.539,73.588,Low
1,0,0,1,0,0,7,36.357,71.093,Low
1,0,0,1,0,0,5,29.671,115.688,Medium
1,0,0,1,0,0,5,26.569,103.036,Medium
1,0,0,1,0,0,6,26.774,55.858,Medium
1,0,0,1,0,0,6,27.095,61.887,Medium
1,0,0,1,0,0,5,28.012,104.151,Low
1,0,0,1,0,0,6,0.626,99.859,Low
0,0,0,1,0,0,7,-3.595,127.214,Low
1,0,0,1,0,0,6,37.255,68.828,Low
1,0,0,0,1,0,5,41.708,25.544,Low
1,0,0,1,0,0,5,23.282,101.693,Low
1,0,0,1,0,0,5,27.995,104.138,Medium
1,0,0,1,0,0,5,33.068,104.95,Medium
1,0,0,1,0,0,5,31.56,113.21,Medium
1,0,0,1,0,0,5,43.469,119.558,Medium
1,1,0,0,0,0,5,36.623,5.328,Low
1,0,0,1,0,0,6,-8.261,118.753,Low
0,0,0,1,0,0,8,-9.284,107.419,Extreme
1,0,0,1,0,0,6,28.12,56.865,Extreme
1,0,0,1,0,0,6,33.5,48.78,Very High
1,0,0,1,0,0,5,30.79,56.7,Very High
1,0,0,1,0,0,6,42.156,76.163,Very High
1,0,0,1,0,0,7,37.336,136.588,Low
0,0,1,0,0,0,6,-45.243,-72.648,Low
1,0,0,1,0,0,6,-0.488,100.53,Very High
1,0,1,0,0,0,8,-19.987,-69.197,Very High
1,0,1,0,0,0,8,-5.678,-76.398,Low
1,0,0,0,0,1,6,-6.319,146.846,Low
1,0,0,1,0,0,6,39.22,41.08,Low
1,1,0,0,0,0,7,-6.224,29.83,Low
1,1,0,0,0,0,7,-6.224,29.83,Low
1,0,1,0,0,0,7,19.878,-155.935,Low
1,1,0,0,0,0,7,-21.324,33.583,Low
1,0,0,0,1,0,8,60.949,167.089,Low
1,0,1,0,0,0,4,14.028,-89.785,Low
1,0,0,1,0,0,6,37.255,68.828,Low
1,0,0,1,0,0,7,21.799,120.547,Low
0,0,0,0,0,1,8,-8.466,157.043,Very High
1,0,1,0,0,0,7,14.944,-61.274,Very High
1,0,1,0,0,0,5,-15.048,-44.231,Low
1,0,1,0,0,0,8,-22.247,-69.89,Low
1,0,0,1,0,0,6,23.028,101.052,Low
1,0,0,1,0,0,6,32.756,105.494,Low
1,0,0,1,0,0,6,25.039,97.697,Low
1,0,0,1,0,0,5,34.185,70.076,Medium
1,0,0,1,0,0,7,37.535,138.446,Low
1,0,1,0,0,0,8,-13.386,-76.603,Extreme
1,0,0,1,0,0,8,-4.438,101.367,Medium
1,0,1,0,0,0,7,2.966,-77.963,Medium
1,0,0,0,1,0,5,51.085,1.009,Medium
1,0,1,0,0,0,5,14.828,-87.12,Medium
1,0,0,1,0,0,5,-7.783,114.338,Medium
1,0,0,1,0,0,7,-8.292,118.37,Low
1,0,0,1,0,0,5,34.807,136.239,Low
1,0,1,0,0,0,7,14.944,-61.274,Low
1,0,1,0,0,0,7,14.944,-61.274,Low
1,0,1,0,0,0,6,4.33,-73.764,Medium
1,0,0,0,1,0,6,37.963,21.525,Low
1,0,0,1,0,0,7,39.03,140.881,Medium
1,0,0,1,0,0,7,39.802,141.464,Low
1,0,0,1,0,0,6,30.639,67.351,Extreme
1,0,0,1,0,0,6,26.241,101.889,High
1,0,0,1,0,0,6,29.807,90.35,Medium
1,0,0,1,0,0,5,23.97,97.569,Medium
1,0,0,1,0,0,6,32.56,105.423,Low
1,0,0,1,0,0,7,2.768,95.964,Low
1,0,0,1,0,0,5,-3.935,103.058,Low
1,0,0,1,0,0,7,1.271,122.091,Low
1,0,0,1,0,0,5,33.86,48.59,Low
1,0,0,1,0,0,6,26.743,55.828,Low
1,0,0,1,0,0,6,40.288,72.985,Low
1,0,0,1,0,0,7,39.533,73.824,Very High
1,0,1,0,0,0,6,10.165,-84.197,High
1,0,1,0,0,0,7,16.731,-86.217,Low
1,0,0,0,1,0,6,42.334,13.334,Extreme
1,0,0,1,0,0,5,43.236,80.893,Extreme
1,0,0,1,0,0,6,25.632,101.095,Low
1,0,0,1,0,0,8,-0.414,132.885,Low
1,0,0,1,0,0,7,3.886,126.387,Low
1,0,0,0,1,0,6,47.116,141.798,Low
1,0,0,1,0,0,5,38.936,70.485,Medium
1,0,0,0,1,0,6,43.372,46.254,Medium
1,1,0,0,0,0,6,-2.296,28.9,High
1,0,1,0,0,0,6,41.1444,-114.8721,High
1,1,0,0,0,0,6,-2.296,28.9,Medium
0,0,0,0,0,1,8,-15.489,-172.095,High
1,0,0,0,1,0,6,41.483,20.388,High
1,0,0,1,0,0,8,-15.489,-172.095,Medium
1,0,0,1,0,0,6,42.66,43.443,Medium
1,0,0,1,0,0,6,35.633,67.658,Medium
1,0,0,1,0,0,4,25.558,105.804,Low
1,0,0,1,0,0,5,30.268,105.668,Low
1,0,0,1,0,0,5,25.523,101.903,Low
1,0,0,1,0,0,7,33.165,96.548,Extreme
1,0,0,1,0,0,5,27.197,103.005,Extreme
1,0,0,1,0,0,5,43.015,88.247,Extreme
1,0,0,1,0,0,7,27.73,88.155,Low
1,0,0,1,0,0,5,24.693,97.943,Low
1,0,0,1,0,0,6,24.727,97.957,Medium
1,0,0,1,0,0,7,20.687,99.822,Medium
1,0,0,1,0,0,7,27.73,88.155,Low
1,0,0,1,0,0,6,43.648,82.437,Low
1,0,0,0,1,0,5,37.699,-1.672,Low
1,0,1,0,0,0,6,14.186,-90.238,Low
0,0,0,1,0,0,6,34.743,138.264,Low
1,0,0,1,0,0,7,-7.782,107.297,Extreme
0,0,0,0,0,1,8,-15.489,-172.095,Low
1,0,0,1,0,0,8,-0.72,99.867,Low
1,0,0,1,0,0,5,27.334,56.202,Low
1,1,0,0,0,0,6,-9.948,33.878,Low
1,1,0,0,0,0,6,-10.108,33.818,Low
1,0,0,1,0,0,6,6.513,124.715,Low
1,0,0,0,0,1,7,-8.783,157.354,Low
1,0,0,1,0,0,7,-2.174,136.543,Medium
0,0,0,1,0,0,8,-3.487,100.082,Extreme
1,0,0,1,0,0,5,32.45,48.3,Extreme
1,0,0,1,0,0,6,35.221,59.317,Extreme
1,0,0,1,0,0,6,27.022,53.861,Low
1,0,0,1,0,0,5,33.37,48.94,Low
1,0,0,1,0,0,7,28.412,59.18,Low
1,0,0,1,0,0,6,35.49,54.47,Low
1,0,1,0,0,0,7,32.2861667,-115.2953333,Low
1,0,0,0,0,1,7,-43.522,171.83,Low
1,0,0,1,0,0,5,38.245,71.467,Low
1,0,0,1,0,0,6,38.864,39.986,Very High
1,0,0,1,0,0,6,22.918,120.795,Very High
1,0,1,0,0,0,7,40.652,-124.6925,Very High
1,0,0,1,0,0,7,27.73,88.155,Extreme
1,0,0,0,0,1,6,-43.564,172.743,Low
0,0,0,1,0,0,9,38.297,142.373,Low
1,0,0,1,0,0,7,2.965,97.893,Low
1,0,0,1,0,0,7,38.276,141.588,Low
1,0,0,1,0,0,6,40.081,71.41,Low
1,0,0,1,0,0,7,20.687,99.822,Very High
1,0,0,1,0,0,7,27.73,88.155,Low
1,0,0,0,0,1,6,-43.583,172.68,Extreme
1,0,0,1,0,0,7,28.777,63.951,Low
1,0,0,1,0,0,7,20.687,99.822,Low
1,0,0,1,0,0,6,40.081,71.41,Low
1,0,0,1,0,0,6,39.149,29.103,Low
1,0,0,1,0,0,7,38.721,43.508,Extreme
0,0,0,0,0,1,8,-15.489,-172.095,Extreme
1,0,0,0,1,0,6,43.76,20.73,Low
