Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1,118679.4512,8.817491014,26.12882489,3.870777492,Medium
1.5,18598.77335,5.839837882,33.65165577,-3.486949161,Medium
1,147103.3991,5.808439095,135.9286737,35.24408758,Medium
1,141028.2052,6.365721033,68.55790389,26.8760627,Medium
1.5,47041.21334,6.051413095,4.750456209,50.05390668,Medium
1,1622.057614,5.546283528,96.52360598,20.77768291,Medium
1,17820.29265,6.259546716,42.16013741,30.86169777,Medium
1,1693.713123,4.5,-1.355890937,-26.40308534,Medium
1.5,229295.878,6.749256907,87.48120959,28.45399382,Medium
1,2371.06931,4.371864878,-37.15372917,41.80015464,Medium
1,34731.68336,5.4,-59.53013075,18.52837315,Medium
1,9672.319196,4.736140378,40.40992622,34.71465053,Medium
1,168304.2562,6.182266923,78.897286,17.66674631,Medium
1,25244.34436,5.58136096,-34.56047323,23.04842795,Medium
1,908.6308231,4.604590205,83.96744185,26.41858372,Medium
1.5,3099.170001,5.763803027,32.73191469,40.89244058,Medium
2,367.9954163,3.943670438,121.5894764,17.14221313,Medium
1,3660.434322,4.587399797,-65.97603774,1.239289502,Medium
1,4367.966536,5.960716157,91.14937501,23.45198786,Medium
1,2685.180214,4.841733791,8.490815943,22.28115049,Medium
1,848.4142626,3.894705024,-0.908033582,10.44880124,Medium
2,47059.27326,5.802590877,15.56471083,20.63279648,Medium
2,466.9660168,4.525508173,51.53085539,13.15845818,Medium
1,42963.73463,5.457262877,9.428766575,5.324015556,Medium
1,756.8267757,5.103933077,112.7770615,18.37484822,Medium
2,28674.37087,6.047190602,72.12061334,27.32742787,Medium
1,28874.8799,6.610532454,50.75691904,-22.69174055,Medium
1.5,3156.062262,5.523303953,72.15271962,25.72799241,Medium
2,472145.7183,7.198500178,-125.5063176,48.70214383,Medium
1,2710.673601,4.730531748,32.77965229,6.60640312,Medium
2,4700.361693,6.099228384,110.7644628,16.88057338,Medium
1,83554.43443,5.56674332,42.7579161,30.56498893,Medium
1,35516.90591,5.478643063,-30.94201038,17.41498166,Medium
1,5485.897865,4.26561294,26.12881897,30.71805899,Medium
1,179803.6481,6,-59.32445575,-12.06807025,Medium
1,53354.3003,5.861433573,30.34523947,-12.02332599,Medium
2,7736.712792,6.31428773,40.99552361,42.80843345,Medium
2,310805.7925,6.414575244,139.5637261,-30.09967052,Medium
1,3522.612237,5.56391183,-76.62133605,3.88965605,Medium
1.5,913.8601951,5.371025128,5.249083064,5.253621235,Medium
1,62771.53398,6.32870101,-45.64761727,4.854929807,Medium
1,178362.176,6.187274122,9.665320462,-23.14695412,Medium
1,487497.577,6.982040963,-8.554526761,5.482163898,Medium
1,34005.65736,5.373478146,-18.47870128,36.88011734,Medium
1,818691.8218,7.447789669,32.66224177,49.39071275,Medium
1.5,12345.04919,4.955678491,14.51005828,18.6788123,Medium
2,12950.41784,5.247806638,14.60561883,24.06676682,Medium
1,16449.15765,4.961222084,86.51801731,40.94257802,Medium
1,49109.89613,5.6,18.42567563,14.9283026,Medium
1,582.2406252,4.130894154,-1.729730649,19.98822976,Medium
1,23789.29751,5.144100853,22.5526782,40.77713927,Medium
2,3705.57345,4.696386781,39.4075555,39.60074721,Medium
1,120259.7979,6.574814355,1.15825393,12.33826372,Medium
2,121739.0828,6.524966895,33.65259719,31.05163978,Medium
1,44377.94135,5.631623673,99.15815164,14.18661679,Medium
2,314291.1577,6.900065339,-41.86313844,-18.91149635,Medium
1,14885.47002,4.9,15.52686162,15.44916907,Medium
2,2618.7025,4.920740519,147.0280843,-19.24767063,Medium
1.5,47091.66927,5.949068426,10.24622677,48.11421934,Medium
1.5,436.2385454,3.649946847,54.47408621,4.347627698,Medium
1,47411.24414,6.263156289,17.96028237,0.522564354,Medium
1,2240.993928,4.954167641,-31.90748,37.22349071,Medium
1,2724.843765,5.289268368,8.285899803,32.28675897,Medium
2,233457.0996,6.753111737,102.3333409,24.11178798,Medium
2,117017.6664,6.551386951,27.27468866,2.270226693,Medium
1,4730.385276,5.576221895,20.01077758,-12.79423112,Medium
1,31948.10358,5.012017736,119.0887207,9.368188778,Medium
1,5964.697244,4.812067918,104.6806912,27.37565177,Medium
1.5,16423.80616,5.262262281,-50.37122093,36.99146146,Medium
2,40977.1874,5.547629331,-35.11438028,22.56015312,Medium
2,3757.386972,5.271808373,81.09263522,29.25454623,Medium
1.5,123715.2635,6.446806905,-21.05467433,11.51588177,Medium
1,19856.62876,5.366299413,81.12218495,-2.867047078,Medium
1,1926.814842,4.063366793,-53.24046228,9.814297443,Medium
2,71172.0146,6.1,-2.26581843,39.90302945,Medium
1,152.0936812,3.751273465,7.89273011,49.3689083,Medium
1,6007.22836,5.10296895,96.84039586,33.49827348,Medium
1,6457.25506,5.891430445,47.7657046,4.174626384,Medium
1.5,18269.32422,5.200176919,3.13246819,-2.563261168,Medium
1.5,16419.87648,5.269165332,-46.94392748,36.91780591,Medium
1.5,139155.0345,7.103201445,44.85518512,0.129270616,Medium
1,316.6309985,4.024084884,106.8116481,11.31100821,Medium
1,32261.40148,5.631716655,86.92592468,15.75468462,Medium
1,19727.74227,6.772582682,87.98987215,25.26125762,Medium
2,112149.6857,6.661334512,31.3662928,-19.73154024,Medium
1,4735.939829,4.329794222,10.25538181,19.98161871,Medium
1,48129.913,5.702116151,18.40565648,30.36195781,Medium
1.5,25668.53433,5.315461258,74.71341884,21.24315402,Medium
1.5,18477.9053,5.564242287,35.76403451,-6.77937432,Medium
1,5107.790495,4.298029198,88.18951928,28.25809629,Medium
1,5641.665815,4.698724355,3.599710893,31.04277822,Medium
1,2251644.333,7.659805592,-38.61077643,-7.094588824,Medium
2,444327.5007,7.668579603,-88.93410944,5.087254463,Medium
1,48213.46816,6.04092797,17.05516822,7.364493457,Medium
1,560.9001909,4.363992949,105.134359,11.34919855,Medium
1.5,55192.95839,5.671344316,34.92149538,5.941910524,Medium
1,19576.52181,6.235728166,-62.75673788,24.81592784,Medium
2,71455.04677,6.124971662,-6.781162863,38.0646258,Medium
1,45629.19317,6.26528837,12.11653416,10.92466924,Medium
1.5,47207.90173,5.713730701,26.53742628,-2.670697165,Medium
1,42718.59126,5.3,17.09200672,5.090839627,Medium
1,26077.40964,5.640642741,79.88137468,27.47503573,Medium
1,162.4178103,3.4107256,81.40020515,23.71743579,Medium
1.5,167295.2661,6.52582365,62.29020957,25.40168856,Medium
2,312605.6795,6.540524875,95.76636549,-28.63820366,Medium
1,12958.38355,6.23879684,105.3159034,35.4829872,Medium
1,32251.43399,5.586074543,92.3406739,16.26142355,Medium
1,3631.756823,4.798554224,-79.01356162,-3.174770832,Medium
2,501255.1398,7.456837431,-122.5228032,53.76274868,Medium
1,1534.092638,5.874153386,73.22915176,25.4662859,Medium
1,9296.012687,6.62354111,-56.9314117,8.135287075,Medium
2,13175.89241,6.627325704,17.0081881,30.22139561,Medium
1,19892.90804,5.587106642,79.32037222,-7.54005455,Medium
1,4104.299425,4.964521374,30.99705928,33.05631627,Medium
1,779.6803005,6.082890777,4.329065725,22.29352376,Medium
1,146827.4412,5.856684226,128.6949797,33.99774096,Medium
2,17445.60029,5.780983777,38.6978129,20.16197756,Medium
1,27226.35845,5.319849557,140.1200779,-40.29149807,Medium
1,3654.194223,4.619155486,-79.59944202,-4.482975134,Medium
2,143368.0231,6.461486849,38.01314247,18.37349681,Medium
1,88485.2089,5.537632181,76.55858302,28.01863464,Medium
2,1785.101411,4.679804759,-2.189865814,6.056544763,Medium
1,44651.85362,5.83590208,117.4662768,11.15841806,Medium
1,69180.43453,6.307050247,-9.436738078,33.6044424,Medium
1,24996.65241,5.5,9.457172542,23.7202714,Medium
1,14135.60047,5.473044627,-90.07166874,28.94139666,Medium
1,2726.170141,5.300720744,8.255770509,32.57714161,Medium
1,720.930621,4.420230842,1.840674615,43.18293703,Medium
1,78898.75741,5.2,117.312077,34.71781514,Medium
1,7360.588105,4.743950944,36.54929053,29.26039515,Medium
1,532.6811767,4.89269993,94.35411982,12.54079353,Medium
1,60978.65127,5.63175497,46.87375636,14.77998078,Medium
2,28177.39956,5.397457994,96.75855936,4.061726271,Medium
1,35317.1163,5.215851561,-88.78216094,14.24003353,Medium
1,15272.48708,4.811514488,19.95284404,14.53428062,Medium
2,12916.75525,4.843440186,43.80440647,16.34223628,Medium
1,186743.4444,6.378028256,27.11246841,17.66097655,Medium
1,4227.767206,5.209777646,54.04257511,34.26112226,Medium
2,1746.959577,4.5,16.58289169,-5.409674148,Medium
2,643.0786283,6.082516357,6.533742346,12.41725207,Medium
1,19883.62271,5.723455078,71.41465485,-7.330262265,Medium
1,2671.479079,4.9,51.469257,7.833308242,Medium
1,125384.9093,6.58865523,-46.94072686,12.95548441,Medium
2,3762.646317,5.993076192,-97.04522738,48.14826317,Medium
1,15120.63158,4.831187944,18.75114944,13.3730355,Medium
1.5,58643.46482,5.867994373,20.75770981,15.35734522,Medium
1,4516.806526,4.215787881,51.63670074,38.5617901,Medium
2,13094.37322,5.841316459,9.173677929,25.18397802,Medium
1,414248.628,7.147790295,84.23585722,46.88946833,Medium
1,792.4612309,6.26566133,41.86052722,26.74544705,Medium
2,370.2678534,4.051857685,121.5705076,19.594756,Medium
1,9343.449826,4.425806195,68.97661865,35.84947516,Medium
1,310.2349111,4.898520706,-69.26593749,23.35621723,Medium
1,12816.90832,5.215738389,91.13667191,20.73314147,Medium
1,18391.90711,6.157178337,106.8126272,29.06828329,Medium
1.5,7284.034148,6.06909577,72.85821344,32.01905844,Medium
1,19746.35464,6.624514997,92.30621553,22.74921186,Medium
2,760.1872279,6.718604505,103.8732017,18.83875155,Medium
1,35696.10022,5.795212834,34.10744262,21.35545223,Medium
1,153266.3752,7.414102685,121.2364711,29.82879668,Medium
1,14139.43035,5.477653467,-91.21943116,29.06152804,Medium
1.5,41911.82635,5.665985642,-6.576743323,16.81548084,Medium
1.5,167929.3647,6.4,-2.44886231,17.56812661,Medium
1,9529.866779,4.701336554,28.24014388,31.35957019,Medium
1.5,479.2467178,4.340023217,64.37224343,33.09664744,Medium
1,9588.580306,4.529530906,15.38603072,24.57732053,Medium
2,864839.7428,7.975117714,-36.8711002,19.52093877,Medium
1,138.2016916,3.724613192,21.73048489,13.4328536,Medium
1,23790.57944,5.1,45.69147708,28.64113882,Medium
1,1770.734804,4.519128045,11.37345456,16.1372158,Medium
2,945.1610341,5.961778834,9.219066117,4.950589199,Medium
2,93.29870135,3.210198959,-57.2598922,-16.84815562,Medium
1,117713.8233,6.216681657,74.84076014,33.10263467,Medium
1,840.488782,4.012380332,-4.004458293,6.030501762,Medium
1,178515.9344,6.233692005,-76.62192473,22.94616568,Medium
1,14738.19704,4.700942922,18.23657043,16.41758391,Medium
1,166.0096838,4.642084018,-52.9108234,30.70586855,Medium
1,277965.3458,6.160962504,-26.41094786,24.93631626,Medium
1,3136.028282,4.626954423,-2.204347918,-3.747349286,Medium
1,24386.4757,7.053787987,32.39401552,-14.74784376,Medium
1,26528.77938,4.890731945,-17.98510486,35.2008686,Medium
2,891861.1689,7.931387808,70.53711432,-6.265843421,Medium
1,863.779194,3.691055813,15.0501944,15.58187079,Medium
2,28758.03694,6.109856773,73.65502443,15.78149913,Medium
1,19729.64017,6.990609833,63.16258716,20.20656366,Medium
1,9059.707268,4.4,74.97938651,16.5809938,Medium
1.5,589282.9859,6.865789238,-15.01914419,3.506576394,Medium
1,187181.0684,5.885991524,26.13627322,5.028519406,Medium
1,44187.68842,5.333810166,164.7976087,-29.66373632,Medium
2,816892.3167,7.856130688,-94.62379843,29.81281541,Medium
1,124366.7403,6.532537076,15.37259781,20.51108392,Medium
1,47284.86768,5.921690577,23.29094154,-1.462034365,Medium
1,2546.847878,4.971205466,91.58791565,14.46465841,Medium
1,44895.80064,5.795691751,57.95660589,1.934860356,Medium
1,16466.95653,5.20005793,22.3116191,36.75451584,Medium
1,4294.091163,4.867444285,49.84942193,48.59254007,Medium
1,829.2832552,4.997841023,4.330390206,14.92085298,Medium
1,3640.596736,4.230167741,115.5107482,12.12198337,Medium
1,27735.21355,5.623316615,52.69331139,-12.48548392,Medium
1,2604.789928,4.945330432,78.14682207,7.540325832,Medium
1,63.43309866,2.339034787,-4.621041582,46.64756523,Medium
1.5,7342.775899,5.446480396,66.73775578,35.06719463,Medium
1,1698.841281,4.5,-2.217165084,-20.55795248,Medium
1.5,28656.12396,5.57547251,41.84690405,36.6036355,Medium
1,192179.8369,5.854756069,80.60115521,24.83608479,Medium
2,470809.185,6.964196203,-88.56337969,12.69763826,Medium
1.5,3702.243802,5.206752638,-87.60933273,18.25393405,Medium
1,28682.55279,6.322733548,107.4591686,-18.32553068,Medium
1,140.2856379,3.679677293,4.74614455,54.24041223,Medium
2,7665.214309,6.280144365,46.6459091,41.27376885,Medium
1,2760.674566,4.092153647,7.789915949,14.67220403,Medium
1,15500.55135,4.90648665,8.259239087,36.50232214,Medium
1,61265.55785,5.682655107,16.17857228,21.42686581,Medium
1,748.5481717,6.12039228,72.48612087,24.93213064,Medium
1,295995.6422,6.579109096,2.449394519,3.472363821,Medium
1,36191.93313,5.342314262,-24.98611703,-9.973794387,Medium
1,461.3131893,3.117583528,71.1809332,12.76467372,Medium
1,1944.268519,3.906838186,-67.39119202,9.443551805,Medium
2,483.2229959,3.344693078,-15.08475926,32.39435513,Medium
2,113151.2028,6.514121645,28.74087513,-17.44646584,Medium
1,179111.2801,6.006723418,-40.58142856,-18.23410145,Medium
1,24483.2672,6.430210021,27.49081969,-9.237199457,Medium
1,35955.4096,6.191093342,-52.65471477,1.614970466,Medium
1,608.5424257,3.471375581,123.3346649,9.337425636,Medium
1,12961.21118,6.429358819,48.5696806,37.0213037,Medium
1,4586.417184,4.961249749,98.84048628,22.16764925,Medium
1.5,443.9062602,3.672285506,62.2503959,-1.605199545,Medium
1.5,164522.0453,7.213738062,16.56054987,-11.39795762,Medium
1.5,27606.22559,5.627189719,15.29021051,6.424065724,Medium
1.5,18473.76824,5.377814568,12.26003966,-2.73742975,Medium
1,179821.0769,6,-83.41317233,29.91232841,Medium
1.5,179574.9254,6.445622069,101.5057335,-19.92189032,Medium
2,168225.5135,6.411502955,76.91562665,3.207833404,Medium
1,473.047639,2.855802503,58.38870255,29.14420806,Medium
1,225423.0578,6.703027637,65.78849431,31.45533674,Medium
1,48270.64351,5.556876613,23.44296137,6.724391674,Medium
1,8767.929243,5.248225566,79.8054135,15.29679056,Medium
1,18930.54583,5.820139811,37.90846866,-1.4176193,Medium
1.5,18279.28756,5.221106103,4.844030732,-2.357560248,Medium
1,2788.165228,3.7,-62.90327777,15.24020225,Medium
1,686.4292698,4.354207101,48.66944789,35.74331636,Medium
1,6489.483898,4.745304325,84.12811306,14.63604673,Medium
1.5,349.3739826,4.3,121.3243898,18.73530702,Medium
1,1108.064885,4.003429742,71.02864353,34.10520333,Medium
1,8827.929071,4.906841895,29.70831722,26.6382866,Medium
1.5,18311.43266,5.559208747,42.32563473,9.562713478,Medium
1,62217.06865,5.582355223,44.51898613,9.828453579,Medium
1,12807.85859,5.466905009,81.33392854,26.7258611,Medium
1,18739.32624,5.70452992,36.35413631,-5.078318595,Medium
1,8226.884205,5.126228664,-72.5497767,-10.15990233,Medium
1,18792.24356,5.727488041,35.77985041,-4.613844828,Medium
1,2707.473702,5.016571285,33.25822817,10.9086389,Medium
1,2718.665126,5.30309231,25.97961377,8.152500061,Medium
2,141543.7079,6.829965311,19.00716146,7.204149611,Medium
1,3801.296727,5.374593497,112.3267011,17.14219706,Medium
1,86389.40618,5.293338624,-20.9622434,-23.23354169,Medium
1,88392.72897,5.558933951,72.56240517,29.08583199,Medium
1,85588.89394,5.231818258,-49.60434184,-22.3611829,Medium
2,82060.1898,6.056637434,29.64903549,24.43720033,Medium
1.5,69844.04547,6.1,12.94569019,43.74602109,Medium
1,1863.849891,4.527565165,-15.6777377,24.35631057,Medium
1,818.5615853,5.894334305,11.78277515,22.97436396,Medium
2,140677.0882,7.023072184,20.48688676,0.829779526,Medium
1,18586.09985,5.475474414,17.28105787,-2.83213213,Medium
1,33387.98441,5.330328589,44.53038072,41.09347183,Medium
1,61473.87171,5.606744512,43.40314816,14.55642556,Medium
2,28679.10171,6.169491858,79.96960776,24.92240703,Medium
2,32486.79996,5.38612575,69.24339213,31.21604573,Medium
1,29061.36292,5.884520193,2.40927722,-6.782982114,Medium
1,32191.79847,6.178414937,64.56698024,0.732671977,Medium
1.5,375585.6548,6.990202282,76.67803281,19.11362322,Medium
1.5,127254.2182,6.4,12.27622544,24.08205976,Medium
1,43797.37792,5.181549621,83.16203963,-13.43520533,Medium
1,861.7180678,4.386925149,-1.364265615,5.758423521,Medium
1,336.743961,3.784614405,121.4007491,6.603571464,Medium
2,13311.71968,6.85961127,-2.045669861,29.61476836,Medium
1.5,3702.709031,5.212935665,-87.6903189,18.48705475,Medium
2,24880.21445,5.714425983,9.921293088,10.36533751,Medium
1,19110.59844,5.893154955,66.43953776,24.18374381,Medium
1.5,9478.817024,4.716466601,-20.86508887,37.22419669,Medium
1,32055.53279,5.665092454,96.93685607,11.45265686,Medium
2,39871.01518,6.203365414,-27.75647411,8.05125461,Medium
2,58922.75699,5.812303568,15.70850303,20.71561648,Medium
1.5,19755.00878,6.542622308,8.305215989,1.044306072,Medium
2,13308.83215,6.738713599,6.664923703,28.21487871,Medium
1.5,67515.75913,6.454666205,21.53131173,36.00637818,Medium
1,4373.844773,5.8,47.50254148,19.88774768,Medium
1,140336.6862,7.05486759,47.06142965,-12.1297121,Medium
1,18986.38457,5.816635599,39.76511989,1.733860096,Medium
2,378.0838724,4.207335502,108.5710947,26.38607151,Medium
1,11541.12825,5.249352082,-29.91983905,21.34206208,Medium
1,19679.2212,6.049383178,-7.061668331,13.09084496,Medium
1,81804.22519,6.019129989,28.04496021,11.78351732,Medium
1,478289.2932,6.852937159,-3.837814405,4.986749745,Medium
1,172001.9976,6.709612548,3.082539896,-1.748968707,Medium
1,3947.689684,5.804192979,49.77448554,19.97056905,Medium
2,24903.03854,5.702746878,10.07530934,10.61081206,Medium
1,13630.41074,5.589791789,-25.57515018,31.11719486,Medium
2,19756.05566,7.596686395,-37.19852664,-4.448018128,Medium
2,27716.79175,5.562844411,27.60913764,-2.711579748,Medium
1.5,5357.797499,5.672798039,7.007027444,13.24021151,Medium
2,39735.48787,6.796143483,51.11059608,13.80298022,Medium
1,186415.8239,6.53092086,10.55691399,12.36526822,Medium
1,37766.65734,7.028744132,9.91188287,58.303934,Medium
1.5,1793.421036,4.73232685,18.62172137,8.529888872,Medium
2,3826.380511,5.316820366,19.1555959,41.71778866,Medium
1.5,235306.7051,6.8,115.331643,28.65827906,Medium
1,1878.313503,5.122816205,-28.71872854,35.36459158,Medium
2,3271.337059,5.6454813,59.92271501,40.58818892,Medium
1.5,19751.92694,6.845388154,-5.490261983,-0.202872497,Medium
1,2746.140612,5.5,14.81787033,27.84391029,Medium
2,13302.15717,6.862306208,-2.577744122,30.10580817,Medium
1.5,45665.21637,6.598401404,8.033481389,21.58624308,Medium
1,38042.93915,7.088618177,20.83146189,57.03754687,Medium
1,232652.7483,6.332847943,22.03605937,14.72015298,Medium
1,9606.527509,4.791642054,17.15494575,30.40133774,Medium
1.5,66534.90651,6.735414357,18.45150451,27.38474281,Medium
1,167054.8851,6.437017935,-26.22604375,21.34923023,Medium
1,3050.41151,5.47903681,38.8853166,35.08075287,Medium
1,24834.29316,5.349520424,15.38389738,5.823261149,Medium
1,3859.511625,5.821835383,99.7937379,17.66248316,Medium
1.5,44299.75463,5.493537157,123.4951348,-10.84888158,Medium
1,2033.749958,3.585771048,-19.0021653,19.99489564,Medium
1,54406.81391,5.563857426,119.5201138,21.34037676,Medium
2,519448.8339,7.629788607,-100.6916086,40.89116005,Medium
1,2771.065714,3.875723508,-73.35252717,14.6245873,Medium
1.5,37843.87569,6.267070284,30.29151004,11.8008883,Medium
1.5,13457.55751,6.486266879,-35.96190995,35.0131632,Medium
1.5,235237.329,6.8,115.1723952,28.52035672,Medium
1,5753.354329,4.113739659,118.044887,17.93186659,Medium
1.5,3916.924471,4.986287854,27.09654587,6.566039448,Medium
1,44169.43045,5.466024293,92.33348824,9.357206504,Medium
1,121942.7808,6.450233854,-70.47553423,17.75795155,Medium
2,236246.9687,6.631157535,117.2276569,7.206833954,Medium
1,18326.09306,5.684020573,55.94884549,13.77664778,Medium
1.5,116060.8947,6.6,15.60647259,-9.377100029,Medium
1,9402.135395,4.276612687,56.13070271,29.53817331,Medium
1,35930.47992,6.230346421,41.29283884,27.9955696,Medium
1,5294.973834,4.987816794,88.09064591,8.571877137,Medium
1.5,376025.9139,6.415707766,108.2866503,23.60910695,Medium
1,169.166881,5.164000697,-89.64601364,9.600226631,Medium
1,1957.276195,3.807016948,-75.67783208,6.955064484,Medium
1,1235.149737,4.023809734,12.76370191,2.929114663,Medium
1,59809.74467,5.710275837,48.57207679,16.09564399,Medium
1,4373.26484,5.920968941,90.58021474,23.33056011,Medium
1,167684.3064,6.353117889,69.47664256,12.29286572,Medium
1,5391.037814,4.327096951,121.9622392,13.55763323,Medium
1,16450.74054,4.998672053,60.19995172,40.42707919,Medium
1.5,1463.533145,6.485973047,46.14595328,20.49007849,Medium
1,308.0336942,4.389351249,5.684063331,48.24141915,Medium
1,19059.44259,6.579724041,17.02059329,8.328806562,Medium
1.5,387155.1112,6.956659597,64.40280346,19.91953016,Medium
1,28845.41942,5.892521296,63.88922719,-8.516925985,Medium
2,46747.27108,5.406767387,86.02648384,20.8842801,Medium
1,35775.94868,6.39484608,-73.24692153,-3.881388537,Medium
1.5,280076.3952,6.901764403,25.67154501,-13.15652356,Medium
1,10650.44323,5.123308374,-44.5210017,37.77831333,Medium
1,2469.830299,4.105540776,38.85066904,30.18697233,Medium
1,28561.75053,5.2,30.78159424,39.64467557,Medium
1,2291.727605,5.018441065,-70.93151862,42.29710693,Medium
1,16775.72327,4.681183279,-56.14264326,40.73283156,Medium
1,12348.43539,5.986826021,42.55014496,34.72879667,Medium
1,1586.08366,5.755464784,109.0795982,27.39955092,Medium
1.5,12897.95304,5.215051492,33.17493685,24.92740577,Medium
1.5,2520.947446,5.181416583,108.4372638,16.36372309,Medium
1.5,32989.47584,5.3,53.66302687,39.36376134,Medium
1,120308.1007,6.58397744,19.48640782,15.47261996,Medium
1,27289.22013,5.351280921,129.6185658,-37.75555275,Medium
1,702.2140538,3.718144788,-90.90953797,53.56758367,Medium
2,168336.237,6.302913191,81.36775467,8.346504686,Medium
1.5,45778.48465,6.297964647,17.28441432,24.56221464,Medium
1,67.10529148,2.417778727,1.583815281,49.98616956,Medium
1.5,947.1001062,5.063446714,30.01830776,17.4566666,Medium
2,12936.4032,5.11027012,27.02125801,23.17243608,Medium
2,32483.54502,5.295022256,72.57463901,33.48294721,Medium
1.5,66860.19226,6.964687473,-16.00864271,13.54544041,Medium
1.5,177487.6508,6.301224721,48.09620842,-23.70610971,Medium
1,2694.524343,4.9,34.50613781,7.39162132,Medium
1,4123.720457,4.946762567,33.27566522,34.54125447,Medium
1,12892.0713,6.111853877,124.429803,36.72602411,Medium
1,62114.42602,5.847579191,40.64429384,14.31613089,Medium
2,142620.1211,6.587345298,18.80082474,14.46533748,Medium
1,16369.07791,5.364540463,47.18150967,35.49339536,Medium
1,795.5692875,6.184262393,9.38385997,24.31296799,Medium
1,3414.022402,5.389455238,124.4602979,2.597063034,Medium
1.5,18481.53918,5.570585519,36.33256097,-6.852767103,Medium
1.5,307835.5957,6.767850953,40.14393064,18.90768246,Medium
1,1571.261767,5.544315281,80.65603182,24.60082437,Medium
1,8236.624518,4.6472702,-62.93696276,-15.44724847,Medium
2,548541.077,7.316554879,-82.50318862,19.47082491,Medium
1,7415.781651,5.735737065,103.8572508,23.34427203,Medium
1,15144.01301,4.9,34.72711018,5.097040699,Medium
1,2344.861944,4.200097129,6.243574599,34.47942437,Medium
1,12846.78816,4.419214312,123.0224653,1.670618409,Medium
1,18565.91449,5.642525608,35.43326764,0.406737122,Medium
1,222.1913329,4.093567177,40.22661384,36.68256036,Medium
1,4727.290587,5.555716197,12.0627073,-13.03254126,Medium
1,36330.42324,5.476505666,15.34968751,14.54280069,Medium
1,181643.8505,6.238610649,-30.46183223,-7.575198445,Medium
1.5,48.1255004,6.010921405,31.70248561,-4.807739559,Medium
1,731.3152742,5.116297994,-4.606982169,29.75695558,Medium
1,44626.66715,5.807332573,120.7004307,8.552817824,Medium
1,13988.98349,5.296607205,-46.13257536,24.34247964,Medium
2,379.2944626,4.164253999,102.5476457,26.92820053,Medium
1,119159.1368,6.6,15.63339279,7.179097041,Medium
1,19124.52375,6.650333635,29.36312799,19.81041243,Medium
2,465.8323515,3.464960569,22.838385,12.16334739,Medium
1,9694.90092,4.69494269,49.25399301,38.03506441,Medium
1,5497.800735,5.65910301,9.040116737,15.33445376,Medium
2,113591.6385,6.782654478,90.16098133,26.2034435,Medium
1,2756.534283,5.15016785,-10.78346373,32.89906435,Medium
2,135428.9245,8.242977009,-37.6320773,-26.93242648,Medium
1,14810.69588,5.677392093,-139.8849134,55.97413706,Medium
1,193323.2866,5.873077875,77.74772068,21.20041882,Medium
2,65590.15388,7.072159368,8.184704864,15.64468894,Medium
1,31955.56709,5.038144369,118.9283872,9.68573124,Medium
1,5133.182599,4.309988272,92.13884202,27.10851236,Medium
1,4366.593014,6.036217995,-2.896805024,9.334492695,Medium
1,4362.526981,5.974137691,81.63246597,22.77130292,Medium
2,44467.45994,5.833180068,9.502129167,42.04615504,Medium
1,47227.8074,5.926675566,17.73859734,36.00556007,Medium
2,47016.77324,6.100987335,2.088386442,50.99346247,Medium
1,1823.242121,4.87948246,19.81993593,17.84677045,Medium
1.5,309846.9721,6.797014152,45.05185646,22.28483845,Medium
2,47057.6915,5.809474924,15.23916957,21.19121954,Medium
1,45319.78051,6.066559882,43.35626141,4.553360737,Medium
1,181629.4169,6.236743389,-30.6420763,-7.68986467,Medium
1.5,103.3697847,3.687124767,-69.35000687,-10.95448817,Medium
2,28068.92163,5.442051038,129.1710959,2.293477132,Medium
1,449006.5311,7.028798351,54.47551476,31.63864677,Medium
2,47389.86443,6.083259398,1.012231884,45.46076582,Medium
1,117284.6073,10.15283683,47.59450513,4.291401517,Medium
2,389.958903,4.053760152,115.8777962,25.62895822,Medium
1,180511.2609,6.089549682,-71.97700957,30.54564695,Medium
1,147016.4301,6.529078988,89.36179154,9.02121196,Medium
1,2745.068755,5.5,17.26065921,24.47048356,Medium
1.5,19753.65047,6.676065605,2.22489326,0.494615208,Medium
1,25910.0261,5.379697217,-73.07957411,26.0609644,Medium
1,4376.347445,6.460323697,-32.81140366,-5.110408173,Medium
1.5,45696.66414,7.234121862,6.113852916,10.08842267,Medium
1,34650.53133,5.460808944,-88.29609977,19.27723804,Medium
1,85962.98029,5.260567262,-36.21963946,-22.76884377,Medium
1,3690.975067,4.73540474,-64.5489218,5.319115806,Medium
1,3225.366505,5.407548656,98.35185975,12.91812492,Medium
2,115292.0367,6.796068745,79.01068612,28.18715643,Medium
1,724.818913,5.834174167,-8.015959591,16.15696114,Medium
1,3945.348082,5.068706983,17.32432954,17.55550389,Medium
1,5294.070214,4.945930806,91.3642481,8.595658325,Medium
2,152862.8756,6.339004372,21.79624393,41.8969652,Medium
1.5,34868.64411,5.729043178,-34.93250279,31.57919714,Medium
1,156.224936,3.775946841,20.35561574,32.77829884,Medium
1.5,1366.33544,6.175814149,29.85639938,20.00069543,Medium
1.5,45652.4229,6.347819405,10.44918716,19.51728348,Medium
1,7750.237582,4.657671017,6.080707961,37.72938815,Medium
1,19792.84197,5.724350447,51.91460149,1.532941828,Medium
1.5,13373.91426,5.603007838,-41.42363917,33.54008057,Medium
1.5,164496.3437,7.221841515,16.62681991,-11.97024455,Medium
