Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,displace
1,156995.58,6.3,11.433,24.14,High
1,25357.78,5.2,139.188,37.6258,High
2,2441.81,4.3,-74.6219,39.7967,Low
1,65222.23,6.4,86.2525,27.864,Low
1,44796.52,6,98.8899,26.1245,Low
1,466.95,4,-72.7137,-39.6445,Low
2,84821.82,6.4,121.41,17.533,Extreme
1,14994.27,4.7,14.834,28.8637,Extreme
1,279.62,3.8,124.576,7.37715,Low
1,646.886,3.1,144.722,13.445,Low
1,188.27,5,41.45,44.5712,Low
1,15742.18,6.7,134.49,67.4199,Low
1,26962.5,5.9,-84.8927,13.1133,Low
1,8716.4,4.5,9.72517,12.4118,Low
1,92247.56,5.7,111.683,28.894,Very High
2,1162598.6,8.4,85.8918,25.4989,Low
2,75.23,3.5,18.672,48.958,Low
1,62813.66,6.1,1.168,17.166,Low
1,153.21,2.5,-35.5898,-7.4642,Low
1,337.173,2.8,3.48641,6.491,Low
1,47477.59,5.2,16.151,27.1983,Low
1,26644.5,4.9,27.369,46.747,Low
1,136392.44,6.2,112.632,59.1447,Low
1,42.299,3.2,-86.8897,2.4286,Medium
2,28979.14,5.8,-88.7195,43.4752,Low
2,4599.97,5.6,42.418,42.3494,Low
1,8999.41,4.4,75.4747,12.1226,Low
1,9256.29,7,-67.7953,7.22966,Low
1,11455.27,5.8,-97.291,31.45,Low
1,9845.3,4.3,16.888,25.9751,Low
1,14374.15,4.8,21.2685,42.117,Low
1,67.755,4.9,-121.357,37.9526,Low
1,149.54,2.5,-35.7698,-9.68179,Extreme
1,2442.19,3.7,86.2589,47.8637,Extreme
1,59887.68,5.6,-83.847,37.881,Extreme
1,114.73,2.4,19.474,3.2851,Extreme
1,894.89,4.9,-71.934,18.5255,Low
1,117312.56,5.8,-9.126,41.9518,Low
1,531.389,3.3,98.67,17.271,Low
1,1939.99,4.7,117.428,29.1622,Low
1,7786.59,4.4,-96.5166,3.8453,Low
1,7985.92,4.2,-83.388,1.137,Low
1,14229.48,4.9,116.828,-0.527894,Low
1,1122.78,3.1,45.9295,34.4441,Low
1,1841.2,4.6,-96.95,32.697,Low
1,4312.8,3.6,4.7733,11.2164,Low
1,17718.72,6.2,-93.2793,35.7496,Low
1,1526.96,3.5,38.2289,-6.66212,Low
1,335.11,3.8,13.941,21.2792,Low
1,2966.34,5.8,91.6947,24.8942,Low
1,2676.1,3.9,42.662,17.785,Low
1,264456.2,6.9,86.612,51.9754,Medium
1,375.433,3.3,43.14,11.486,Low
1,14997.2,6.3,17.7749,44.8661,Low
1,271.875,2.7,-72.5289,-13.178,Low
1,268299.25,6.9,35.2972,0.8735,Low
1,994.24,4.3,44.5352,14.626,Low
1,9448.2,5,177.926,-17.7817,Extreme
1,1841.51,4.7,-1.312,28.499,Medium
1,839987,7.5,34.4848,53.4739,Very High
2,3761.93,6,-97.9994,48.162,Low
1,53346.1,5.6,12.6,-21.433,Low
1,47165.16,5.8,18.251,45.289,Low
1,3315.43,4.6,145.59,-5.6766,Low
1,12148.25,6,143.299,-13.875,Low
1,1435.96,3.5,17.494,-6.935,Low
1,44233.26,5.8,49.3672,-14.3938,Extreme
1,18613.62,5.7,-95.9635,37.1562,Low
1,1415.3,4.9,13.354,1.86645,Very High
1,1516.82,4.8,39.868,44.7613,Low
2,86.6257,2.7,-73.772,45.3367,Medium
1,2879.29,3.9,-38.5546,-3.88165,Low
1,35375.6,6.2,44.585,4.1622,Low
1,211.2,4,144.544,-5.87694,Low
1,3374.3,4.7,34.5575,-19.1865,Low
1,2579.9,4.6,153.22,-28.2218,Low
1,7496.68,5.3,-83.7764,37.7875,Low
1,141.54,3.7,45.61,51.938,Low
2,11121.8,6.3,116.975,-21.5563,Low
1,29386.98,6.9,-63.6763,-12.8522,Low
1,42115,5.9,124.624,-17.9451,Low
1,338694.19,6.9,134.694,-16.9769,Low
1,139112.79,7.1,-5.4819,-11.8781,Low
1,183.59,3.6,99.1245,3.28175,Low
1,284.716,3.2,16.838,-6.19397,Low
1,3685.68,4.5,18.144,-6.4958,Low
1,3295.64,5.2,12.87,-21.923,Low
2,14841.55,5.6,175.533,-4.1531,Low
1,2372.96,5.5,125.744,8.22929,Low
1,2347.4,5.7,27.9838,38.1568,Low
1,15236.89,6.8,46.1627,3.846,Low
1,176541.44,6.9,44.6424,-17.4825,Low
2,61566.17,8.2,21.4274,-14.5615,Low
1,26683.32,4.9,112.566,-7.63155,Low
1,385.63,3.3,-3.78196,53.1328,Low
1,534.85,3.2,38.9875,-1.83,Low
1,64571.92,6.3,63.7561,45.189,Low
1,7582.68,6.4,15.2262,-16.48,Low
2,17758.4,5.5,147.369,-41.463,Low
1,138.79,4.2,32.8681,-25.399,Low
1,32623.7,5.6,13.742,1.62683,High
2,54.126,3.6,17.1124,-22.5514,High
1,163.55,5,45.339,14.3526,High
1,1927.13,3.8,62.1535,34.3173,Low
1,218522.23,8.1,-44.6785,-22.525,Low
2,1231895.8,8,141.148,-19.1711,Medium
1,3573.26,3.9,-64.894,-14.8766,Low
1,87835.8,5.9,51.4395,29.4666,Low
1,73131.96,5.3,-76.2224,-8.2937,Low
1,16827.6,4.7,-58.3564,6.66256,Low
1,167998.11,6.3,-85.3878,38.677,Low
1,257.162,2.7,-117.246,34.25,Low
1,135.97,3.6,3.7881,37.67,Low
1,8232.15,4.6,-65.585,-16.7225,Low
1,238.27,2.7,37.778,-4.7513,Low
1,12916.99,5.4,125.766,8.88198,Extreme
1,21651.2,5.7,117.982,5.4156,Low
1,766.549,3.4,-83.359,1.941,Low
1,9918.63,4.3,9.22676,36.7779,Low
2,82419.94,6.9,12.92,-1.4163,Medium
1,27233.62,5.2,99.6651,8.6548,Medium
1,2266.13,5.6,13.22,4.81717,Low
1,7224.1,4.3,-7.3175,18.372,Low
1,539.962,3.5,98.7288,3.59651,Low
1,11855.82,4.8,-72.383,9.65,Low
1,361.56,4.4,11.494,0.286528,Low
1,16.546,2.3,145.15,-37.8337,Low
2,86272.34,6.2,4.9485,44.8217,Low
1,5584.25,4.2,-75.817,1.622,Low
1,3338.3,3.8,-43.3561,-22.6439,Low
1,537.76,5.2,-86.8593,15.7298,Low
1,145.19,4,-75.9574,46.1831,Low
1,3793.65,4.1,18.35,15.6116,Low
1,72.724,3.3,112.552,-8.1688,Low
2,213997.96,6.2,-79.3157,38.8759,Low
1,2121.19,5,-2.91726,34.9615,Low
1,13377.33,6,-6.24949,37.912,Low
1,8243.39,4.4,-11.853,7.4768,Low
1,457.6,2.7,24.7996,-27.5236,Low
1,3834.75,5.4,18.979,12.947,Low
1,254.649,2.7,-118.273,33.8989,Low
1,297683.26,6,-61.686,-32.7122,Low
1,21413.21,5.6,-7.9826,19.4794,Medium
1,57.189,3,39.8268,21.429,Medium
1,952.89,3.7,147.419,-6.63283,Low
1,595.224,3.1,98.634,3.42853,Low
1,17156.81,4.5,121.774,17.699,Low
1,94.8275,2.3,2,48.1,Low
1,3857.91,3.9,3.2562,-1.44887,Low
1,17171.22,6.1,-75.3122,5.47488,Low
1,73221.49,5.6,-53.2687,-29.9288,Low
2,5166.53,5.5,4.7145,43.8129,Low
2,11463.21,5.6,99.79,12.5592,Low
2,7921.2,6.2,-122.853,49.523,Low
1,1631.92,4.9,18.846,14.7675,Low
1,51769.75,5.3,0.11269,34.9894,Low
2,6296.79,6.2,-99.255,27.634,Low
1,14779.7,5.1,-93.614,17.915,Low
2,21798.11,6,1.97,6.6474,Medium
1,923.127,3.3,174.84,-41.192,Medium
1,5589.93,4,8.3531,6.34987,Low
1,13775,6.4,11.9235,8.87752,Low
1,1854.41,3.6,1.3811,43.9155,Low
1,731.57,3.2,4.15721,43.7231,Low
1,643.389,3.3,98.7285,3.61275,Low
1,1785.32,3.9,71.44,34.9865,Low
1,11399.59,6.1,-11.96,23.658,Low
1,116.886,2.4,122.896,9.3544,Low
2,4876.16,5.6,81.8672,29.179,Low
1,2292.81,3.8,118.581,25.7276,Low
1,171199.17,6.1,-78.4245,37.3311,Low
1,6689.31,3.8,41.9462,39.35,Low
1,376.375,3.1,1.1861,36.865,Low
1,2826.32,3.8,-75.4413,39.8192,Low
1,2148.2,4.9,128.19,35.2349,Low
1,314895.7,7,11.593,17.3728,Low
1,3135.78,5.2,15.73,19.49,Low
1,134916.26,6.9,7.48686,1.5143,Low
1,153.39,4,37.868,1.546,Low
1,3519.3,3.8,72.521,35.2335,Low
2,32128.23,5.8,-86.6173,39.7344,Low
2,1168.71,3.7,-96.3291,38.514,Low
1,1114.78,3.3,13.2272,46.812,Low
1,16.198,2.5,-72.6439,19.159,Low
1,117883.62,6.8,85.8936,2.6258,Low
1,6155.34,4.5,13.18,3.316,Low
1,11776.47,4.5,44.3698,44.72,Low
1,367.842,2.6,28.815,44.866,Low
1,247.75,4.6,34.2442,0.22722,Low
1,52.79,3.7,-115.879,34.2795,Low
2,4716.82,7.9,17.985,35.6812,High
1,2922.85,3.5,35.6894,0.98718,Low
2,3538.66,4.5,147.481,-41.6933,Low
1,85.73,2.2,147.18,-43.631,Low
1,27219.12,4.7,11.266,21.155,Low
1,5832.81,4.4,-11.799,24.417,Low
1,7788.93,4.6,127.24,37.864,Low
1,1537.9,4,-84.6831,38.1186,Low
1,3429.5,5.9,-115.58,35.5295,Low
1,3429.5,5.9,-115.58,35.5295,Low
1,553.86,4.2,43.9989,9.41454,Low
1,323815.17,6.9,94.3294,32.3393,Low
1,128149.43,6.6,-3.122,14.2117,Low
1,128149.43,6.6,-3.122,14.2117,Low
1,128149.43,6.6,-3.122,14.2117,Low
1,317.658,3.4,18.5782,-33.9746,Very High
1,58632.53,7,-12.942,15.9392,Low
1,78728.11,6.8,0.785585,26.3794,High
1,19628.97,4.8,1.128,12.6343,High
1,14325.51,4.8,143.444,42.8258,Low
1,14325.51,4.8,143.444,42.8258,Low
1,138852.9,7,4.73527,12.3948,Low
1,1558.79,4.7,127.647,37.8729,Low
1,3162.75,3.8,27.365,59.1934,Low
1,14422.68,4.9,16.447,1.5416,Low
1,11835.1,6.4,34.17,13.8844,Low
1,1992.49,3.6,-71.9456,46.827,Low
1,6499.41,4.3,12.261,12.6285,Low
1,391.7,4.2,17.896,12.9815,Low
1,486564.84,7.7,2.2497,1.9965,Low
1,8222.43,4.4,94.334,51.2311,Low
1,9891.46,4.5,111.67,39.43,Low
2,2576.57,4,7.588,35.8421,Low
1,12776.68,4.8,73.9596,21.9811,Low
2,95753.23,6.7,36.4589,15.3828,Extreme
1,1267.52,5,13.48,21.8714,Extreme
1,21559.79,7.2,124.72,47.944,Low
1,13111.55,4.8,-149.976,63.9124,Low
1,2626.51,3.4,9.13461,6.92886,Low
1,1524.21,3.7,11.1736,1.1997,Low
2,546.934,3.3,-79.7265,8.9315,Low
1,5628,5.2,11.141,21.219,Low
1,8171.95,4.4,8.94298,6.28577,Low
1,9368.9,4.7,-63.3288,1.4194,High
1,131879.5,5.8,77.133,43.6746,High
1,281931.48,6.8,13.35,49.3241,Low
1,12173.27,5,-8.9253,41.649,Low
1,53538.5,5.9,41.562,1.921,Low
1,7175.4,5.5,121.267,16.519,Low
1,878.29,4.4,13.746,32.4792,Low
1,695.898,3.1,-66.8589,1.53,Low
1,1218.83,3.4,-96.7656,18.1132,Low
1,33247.73,5.1,69.593,33.492,Low
1,8682.94,7.6,72.211,28.7319,Low
1,13777.99,5.6,92.8839,43.1637,Low
1,1443.81,3.6,68.1237,34.954,Low
1,23595.9,7.2,95.535,2.5747,Low
1,13786.59,6.8,84.53,28.593,Low
1,121.37,3.3,-99.1635,18.9389,Low
2,15549.91,6.7,-85.9761,39.7887,Low
1,1496.24,3.5,69.163,34.2175,Low
1,499.76,4.2,69.4291,36.9277,Low
1,962.615,3.5,34.1376,0.93959,Low
2,126534.39,7,115.718,32.5166,Low
1,693.15,4.5,-56.38,-34.433,Low
1,1766.2,3.7,172.993,-41.3947,Low
1,188.54,3,5.7762,36.6816,Low
1,2785.1,3.7,7.944,38.1986,Low
1,1183.34,3.4,124.377,7.4391,Low
1,152.296,3,-9.4913,14.628,Low
1,4156.59,5.2,-97.958,4.7146,Low
1,154349.44,7.7,118.41,28.831,Low
1,37685.27,5.4,73.44,21.3961,Low
1,18773.56,5.1,-81.8936,27.2672,Low
1,766.522,3.5,74.9274,12.9158,Low
1,4231,4.8,91.9327,21.9239,Low
1,2647.5,4.2,7.6147,37.873,Low
1,12934.64,4.8,125.657,-9.1219,Low
1,22834.67,5,125.9,11.7927,Low
1,6614.8,5.6,-82.3633,38.3574,Low
1,17.85,3.7,-75.5748,6.21566,Low
1,335.82,4,-75.5816,1.61614,Low
1,785.174,3.2,8.43421,11.81,Low
1,67.7191,2.4,-98.1744,19.724,Low
2,72361.66,8.2,9.8538,26.176,High
1,579.91,4.1,9.78959,12.4276,Low
1,17.7,3.9,67.7915,39.4652,Low
1,9132.34,5.1,11.741,3.9182,Low
1,2427.5,4.4,47.1515,41.2757,Low
1,122.55,3.4,-97.89,18.8378,Low
1,44616.58,5.1,82.519,43.7754,Low
1,585.41,4.3,9.8345,53.3172,Low
1,6238.6,4.3,-71.474,8.3491,Medium
1,391.12,4.1,28.668,47.3811,Medium
1,62479.95,6.2,128.13,62.8787,Low
1,17832.44,5,-78.4955,37.2228,Low
1,1284.86,5.1,68.9147,36.4378,Low
2,17427.4,5.2,12.74,15.5956,Extreme
1,274.7,3.6,47.6991,38.5134,Extreme
1,174.444,2.5,-17.682,-14.3155,Extreme
2,13488.3,5.4,8.7878,6.61932,Low
1,31795.6,6.3,114.939,26.5695,Low
1,6123.73,4.5,48.781,-19.1732,Medium
1,856.765,3.5,-87.771,46.6398,Extreme
1,5265.43,4.5,151.153,-33.736,Low
1,359.582,2.9,54.1224,36.9249,Low
1,33795,5,42.4167,1.5529,Low
2,313672.72,6.8,-85.4845,35.2142,Low
1,52987.31,6,44.6354,5.37112,Very High
1,4845.5,4,-83.23,38.2891,Low
1,13874.73,4.7,13.544,-1.5383,Low
1,34533.79,6.7,42.3946,63.5313,Low
1,2463.21,5.7,143.696,-4.4215,Low
1,6718.98,4.6,-148.177,64.9771,Low
1,21.128,2.8,43.741,-12.3152,Low
1,8766.21,4.6,147.1,-41.737,Low
2,2839.63,6.9,-6.4971,-31.5791,Extreme
1,1449.13,3.5,68.8736,33.9512,Low
1,876375.49,7.3,79.3162,57.825,Low
1,466914.56,7.3,35.1979,-0.139191,Low
1,15.93,3.5,69.2155,36.7242,Low
1,1769.35,3.7,69.2724,34.958,Low
2,14987.88,5.1,65.691,33.69,Low
1,393161.63,7.1,35.782,52.5531,Low
1,315231.35,7.1,64.7393,55.4536,Low
1,1139.21,3.9,-65.8269,18.2528,Low
1,3866.26,6.2,47.1927,4.9417,Low
1,2362.38,5.1,58.5899,23.361,Low
1,514.82,4.8,69.251,38.43,Low
2,8352.65,5.8,-88.656,32.3342,Low
1,2425.73,4,33.784,-11.6,Low
1,2791.37,3.7,61.7439,35.1172,Low
2,241748.7,6.7,47.1348,4.2225,Low
2,1434589.4,8.1,42.8994,49.249,Low
1,1353.48,4.7,-63.9857,45.15,Low
1,343.973,2.8,121.79,-8.78414,Low
1,914.247,3,57.5828,37.1113,Low
1,389.53,3.8,51.6194,31.5119,Low
1,71.566,3.3,34.958,-19.7644,Low
1,28512.4,7.1,25.23,52.5773,Low
1,1367.86,3.6,173.329,-34.945,Low
1,3394.38,5.7,133.58,44.3837,Low
1,197.11,3.8,119.784,-3.9396,Low
1,371.86,2.9,125.58,6.34483,Low
1,656.473,3.4,2.1148,-33.7569,Low
1,2229.6,6.5,33.3194,48.241,Low
1,3279.12,4.2,-75.5169,5.2163,Low
1,965.73,3.3,-72.4921,7.9993,Low
1,12949.64,5.2,67.3621,36.7476,Low
1,269996.83,6.5,-81.7756,35.1516,Low
1,376.8,5.2,-14.729,47.7159,Low
2,22883.26,5.4,27.69,-16.663,High
1,338861.7,6.6,133.126,-14.855,High
1,19395.83,5.4,-1.3538,41.8344,High
1,13725.77,6.2,32.6645,-21.3783,High
1,32682.1,5.5,-88.179,37.411,High
1,68628.4,5.8,124.223,-17.975,High
1,3789.6,6.1,28.312,38.893,High
1,26936.78,6.1,26.7148,41.591,High
1,139112.79,7.2,-5.4819,-11.8781,High
1,35397.85,5.6,22.2237,39.689,High
1,13941.66,4.7,31.1595,-16.3458,Low
1,12659.18,7.6,138.398,-29.2128,Low
1,16247.98,6,-1.16593,43.322,Low
1,82478.43,5.2,-8.6513,37.679,Low
1,785574.94,7.3,-9.652,31.4633,Low
1,57424.9,5.4,149.7,-32.59,Low
1,931.36,4.6,127.857,-18.2289,Low
1,6337.59,4.4,35.7737,33.545,Low
1,26796.79,5.4,73.7749,34.437,Low
1,115312.47,6.2,18.146,-1.4392,Low
2,67286.1,8.3,21.75,-12.1764,Low
1,433469.94,6.5,68.677,27.5247,Low
1,42499.87,5.2,-82.2846,37.6968,Low
1,41.224,2.9,17.64,-6.97319,Medium
1,114.86,3.9,-56.33,48.983,Low
1,545.177,3,16.847,-6.2813,Medium
1,29456.33,4.8,-119.12,34.371,Medium
1,4587.44,5.2,146.722,-22.2781,Medium
1,2674.5,3.9,28.5651,-14.3453,Low
1,46117.22,5.6,15.373,-23.7719,Low
1,618.77,4.4,11.416,1.31139,Low
1,88563.63,6.1,39.834,-12.9125,Low
1,1559.1,3.7,12.64,-3.4655,Low
1,4154.77,4.7,17.641,-7.4676,Low
1,1839.87,4.7,39.6729,47.2248,Low
1,276.318,2.7,35.1782,33.57,Low
1,6537.88,6,-69.31,-15.8735,Medium
1,36369.3,5.7,-72.12,-13.2385,Medium
1,294622.26,6.5,118.212,-22.4964,Medium
1,27341.22,5.6,12.452,-0.112857,Low
1,1861.91,4.3,145.86,-17.2994,Low
1,28756,4.9,15.925,41.3473,Low
1,3621.72,3.9,9.36896,36.582,Low
1,78942.2,6.2,-7.4323,-13.3744,Low
1,166298.58,6.9,139.397,-17.931,Low
1,292.4,2.8,-2.49865,57.49,Low
1,333.722,2.8,34.866,32.541,Low
1,2994.31,4.8,12.894,2.4676,Low
1,189697.31,6.4,46.8211,-2.9917,Low
1,212.66,2.6,-68.134,-16.4938,Low
1,6742.45,4.9,-43.823,-19.7931,Low
1,6476.42,6.1,-6.9786,-29.4558,Low
1,27682.21,4.9,9.4368,36.481,Low
1,1672.7,4.1,67.1814,37.282,Low
2,9362.83,5.7,113.5,-2.42875,Low
1,1873.41,3.7,179.528,-16.4711,Low
1,14318.2,4.8,111.881,2.25216,Low
1,115919.99,6.5,-43.1439,-22.4922,Low
1,421.56,4.2,175.631,-37.1744,Low
1,878.617,3.4,21.6243,42.61,Low
1,1681.67,3.9,-147.248,64.6959,Low
1,19475.5,5.1,-64.945,-16.4857,Low
1,4178.54,7.3,38.8747,-14.7661,Low
1,396.349,3.1,34.8513,-0.1174,Low
1,259752.89,6.3,5.62514,49.274,Low
1,48599.81,5.5,-0.543564,51.2646,Low
1,457677.64,6.4,-92.626,31.8332,Low
1,146.379,2.9,169.432,-19.5723,Low
1,2634.73,4.9,-124.1,4.255,Low
1,898.687,3.4,11.99,2.59221,Low
1,1476.78,4.9,14.218,-4.65996,Low
1,2796.27,3.9,13.3141,-8.95956,Low
1,787.683,3.5,19.914,-33.3966,Low
1,751.122,3.4,35.9643,0.498246,Low
1,418.64,4.1,35.6163,33.6966,Low
1,2199.34,5.1,1.517,0.977528,Low
1,14147.74,4.8,8.9935,8.4736,Low
1,44627.3,5.7,-122.478,38.9397,Low
1,1292.7,3.4,4.14588,43.738,Low
1,648.179,3.5,112.39,-7.4441,Low
2,82.525,2.7,-44.3263,-23.153,Low
1,129.56,3.7,22.3897,4.1572,Low
1,2991.95,5.6,8.64237,45.8293,Low
1,1235.54,4,12.695,2.4946,Low
2,4845.92,5.7,-7.988,33.191,Low
1,1721.59,3.7,-151.454,59.936,Low
2,176.86,5.7,97.4355,3.1139,Very High
2,223.32,5,-83.841,9.82661,Low
1,65263.3,6,42.3967,1.42576,Low
1,152.61,5.2,34.375,0.949211,Low
1,59.451,3.2,-147.24,64.552,Low
1,6.754,3.3,172.869,-43.6673,Low
1,145253.54,5.2,18.4694,3.1659,Low
1,924.671,3.6,36.9154,-1.21267,Low
1,4834.93,4.4,4.8111,45.38,Low
1,4327.32,4.2,-63.8299,44.8277,Low
2,11753.31,5.5,-6.11673,53.5,Low
1,6119.98,4.4,-74.6846,-1.9711,Low
1,884.881,4.2,-61.2638,1.668,Low
1,8719.41,4.6,19.3,12.5292,Low
1,22713.1,5.1,79.643,1.9485,Low
1,693.22,4.3,-74.25,7.91776,Low
1,7741.4,4.7,113.385,24.2694,Low
1,7791.6,5.7,4.925,-1.41562,Low
1,792.14,4.5,18.878,14.262,Low
1,16239.37,6.4,-96.297,29.6511,High
2,13912.96,5.1,-15.891,6.3357,High
2,7597.36,4.8,-2.78675,55.632,Low
1,187542.85,6.8,-57.9616,-31.6196,Low
1,135.42,2.6,1.611,-1.3446,Low
2,5421.41,4.6,26.178,47.6469,Low
1,283687.64,6.8,-6.111,-31.72,Low
1,9745.41,4.8,75.527,11.8739,Low
1,82.61,4.7,22.2186,41.5767,Low
1,16617.71,5,-99.2878,26.7222,Low
1,1178.2,4.5,-89.9243,34.673,Low
1,23941.66,5,6.53339,35.7714,Low
1,239.47,5.3,-83.9795,22.3815,Extreme
1,3174.7,5.1,-9.119,29.873,Low
1,4486.28,4.3,26.6294,42.245,Low
1,139683.92,7,1.951,14.9743,Low
1,11922.12,5.3,19.7738,41.3975,High
2,19984.68,5.6,15.175,18.5778,Low
1,4882.44,5.6,-88.764,2.7441,Low
1,5643.54,4.4,-84.884,31.424,Low
1,97964.82,6.1,-96.297,29.6511,Low
1,63445.93,5.4,38.8525,-3.8984,Low
1,35142.76,5.2,-99.3953,25.552,Low
1,596.88,4.2,168.593,-44.959,Low
1,1479.27,4.7,4.44759,44.345,Low
1,19471.32,5.5,5.785,15.1966,Low
1,9.1132,2.4,1.42,42.8283,Low
1,78978.7,5.5,73.221,21.5391,Low
1,287.878,2.9,23.7749,38.545,Low
1,11482.1,5,-91.1326,14.2785,Low
1,1348.91,4.1,133.885,45.9346,Low
1,11999.65,4.7,128.621,35.4377,Low
1,9152.77,4.6,-11.677,8.9142,Low
1,12948.32,4.9,18.131,12.6459,Low
1,62183.46,5.6,-72.1311,-35.8628,Low
2,125461.42,6.7,95.7534,22.4187,Low
1,492.73,4.5,72.269,34.492,Low
2,371596.28,7.9,13.527,16.7724,Low
1,25336.7,5.5,7.15889,35.8591,Low
1,51699.41,6.3,98.3612,17.1591,Low
2,17448.18,5.2,75.4151,39.7325,Low
2,5976.86,6,14.679,22.5644,Low
1,17267.47,5.1,99.449,25.5714,Low
1,2999.92,4,27.7123,-32.8972,Low
1,18.6,3.5,-1.932,21.818,Low
1,2818.74,5.1,119.44,28.8575,Low
1,11679.24,4.8,122.971,1.1745,Low
1,9715.16,4.7,55.5526,37.5233,Low
1,522.922,3.5,14.13,3.6894,Low
1,6762.2,4.3,78.5235,3.5622,Low
1,61.3685,2.3,-0.327314,54.1958,Low
2,1857.77,5,38.6654,44.3276,Medium
2,25225.7,7,13.294,48.5684,Low
1,94511.31,6.3,112.817,26.7781,Low
1,49.976,2.9,72.219,37.2656,Low
1,1649.15,4.5,23.6741,47.178,Low
1,29669.25,5.3,125.66,38.8933,Low
1,212.16,4.2,116.272,24.467,Low
1,5174.6,4,14.559,35.6268,Low
1,1352.7,3.8,71.264,3.167,Low
1,675.26,4.4,122.641,4.974,Low
1,1348.91,3.9,133.885,45.9346,Low
1,27818.77,5.3,13.689,22.184,Low
1,22266.55,5.3,13.2498,5.9544,Low
1,3417.55,4.2,28.3778,44.3828,Low
1,1325.62,3.6,-1.44462,53.996,Low
1,841.28,4.5,25.4251,41.8628,Low
1,275.312,3.3,18.5798,-34.133,Low
2,3345.25,4.3,65.9365,36.3468,Low
1,1765.45,5.8,-156.216,62.2333,Low
1,246.79,3.8,-8.6862,37.2114,Low
2,127556.41,6.4,89.49,46.3429,Low
1,5161.32,4.2,44.8,15.2291,Low
1,1657.33,3.7,3.2816,6.6559,Low
1,993.753,3.6,48.673,37.6146,Low
1,1149.17,3.4,-135.3,59.628,Low
1,15133.75,4.9,35.527,4.17,Low
1,1565.71,5.6,85.365,27.6961,Low
1,1284.76,5.1,121.63,14.6693,Low
1,23877.42,5.2,132.38,43.8822,Low
1,224943.54,6.4,-69.367,7.56526,Low
1,5421.41,4.4,26.178,47.6469,Low
1,2189.4,4,21.2657,49.59,Low
1,1663.6,3.5,57.9285,37.4146,Low
1,5573.46,4.2,27.778,-31.2427,Low
1,46641.8,6.8,15.254,1.517,Low
1,152.89,3.5,86.8796,27.2934,Low
1,32885.5,5,11.339,48.257,Low
1,1326.28,3.7,16.6355,49.5355,Low
1,378.25,4,-89.74,15.3651,Low
1,353.893,3,2.68538,39.6197,Low
1,6948.68,4.4,174.757,-36.9518,Low
1,49723.18,5.4,98.433,56.839,Low
1,1417.53,3.6,136.714,35.359,Low
1,287.878,2.8,23.7749,38.545,Low
1,264.45,5.5,12.563,15.343,Low
1,1921.2,3.8,83.3552,27.5752,Low
1,712.688,3.3,-11.738,41.922,Low
1,392.44,4.1,43.753,15.1817,Low
1,1418.55,3.8,-7.7849,7.5922,Low
1,9634.8,4.5,128.436,35.369,Low
1,4728.5,4.3,19.831,37.417,Low
1,27669.37,7.3,89.2696,25.8418,Low
1,17944.58,6.2,11.72,25.185,Low
2,134175.48,6.8,-98.3593,29.5326,Low
1,598178.98,6.9,115.253,29.6633,Low
2,13581.27,5,45.5916,41.7532,Low
1,17587.72,6.1,73.6623,2.8681,Low
1,247.79,3.7,122.984,8.18196,Low
1,41.7932,1.9,88.9351,22.342,Low
1,2182.4,3.9,17.69,11.7891,Low
1,2754.41,3.9,-6.1593,54.5643,Low
1,22455.41,5.1,17.99,33.246,Low
1,5527.39,4.3,-94.435,48.8527,Low
2,224555.13,6.8,43.255,43.9929,Low
2,6481.41,4.6,175.172,-37.265,Low
1,18368.62,5.1,9.9923,25.2225,Low
2,2154.2,5.6,11.574,25.3411,Low
1,13634.82,5.2,116.52,27.8524,Low
1,765.415,3.4,24.669,46.627,Low
1,18939.9,5.2,-51.533,-29.9438,Low
1,13291.33,6.1,111.824,28.222,Medium
2,5532.6,5.9,118.78,26.5167,Medium
1,116.12,3.5,68.8263,38.5499,Medium
1,379.23,4.4,95.3833,27.834,Low
1,15669.48,4.9,-79.437,22.18,Low
1,11377.32,4.5,-72.4438,44.533,Low
1,1642.67,4.5,47.419,43.5246,Low
1,312.7,4.2,-77.26,17.9643,Low
1,867.248,3.4,-0.196538,5.64745,Low
1,6644.5,5.7,61.559,55.5516,Low
1,1322.87,3.6,15.25,22.783,Low
2,252147.97,6.7,18.51,33.288,Low
2,47497.79,6.3,-95.964,47.347,Low
1,1375.5,5.6,1.6119,47.137,Low
1,2916.82,4.4,-87.1782,14.131,Low
2,124885.49,6.9,82.5486,43.3672,Low
1,25292,6.5,-55.955,-32.4864,Medium
1,18.881,2.7,36.33,35.6527,Low
1,43981.36,5.1,-91.233,42.2633,Low
1,369952.83,6.6,-74.372,1.78641,High
2,5261.39,4.5,-77.1518,42.8491,High
2,7.6637,2.6,25.6338,43.853,Low
1,358953.75,6.3,94.29,64.848,Low
2,166884.9,6.6,-7.1631,-3.1182,Low
1,85631.21,5.9,131.95,62.887,Low
1,4349.44,4.6,91.7747,24.4963,Low
1,156149.14,6.1,111.889,27.3326,Low
1,7927.31,6,-86.7391,13.2851,Low
1,654.578,3.3,-75.8722,41.2484,Low
1,5753.91,4.5,67.593,34.2866,Low
1,52917.92,6.1,-57.811,-26.6767,Low
1,966.36,5.6,14.442,22.52,Low
2,9461.91,4.8,53.583,17.2473,Low
